117,type_repetition_in_bounds
118,int_plus_one
118,transmute_float_to_int
118,transmute_int_to_float
119,same_item_push
120,invalid_doc_attributes
128,unnecessary_fold
129,filter_next
130,redundant_closure_call
133,crate_in_macro_def
138,needless_update
142,useless_asref
143,float_cmp_const
145,arithmetic
152,for_kv_map
152,missing_const_for_fn
155,drop_non_drop
160,implicit_return
163,improper_ctypes_definitions
164,bool_assert_comparison
174,fn_params_excessive_bools
177,unused_macros
178,disallowed_script_idents
178,init_numbered_fields
178,deprecated_where_clause_location
180,manual_find
183,manual_non_exhaustive
183,type_alias_bounds
184,ok_expect
190,format_in_format_args
195,deref_addrof
200,unwrap_or_else_default
205,manual_swap
210,invalid_value
211,unnecessary_operation
215,writeln_empty_string
215,unreachable_patterns
217,map_entry
226,unreachable_code
229,unknown_lints
233,manual_unwrap_or
251,suspicious_assignment_formatting
253,suspicious_else_formatting
257,inherent_to_string
259,print_with_newline
262,borrowed_box
266,transmute_int_to_char
269,useless_vec
270,temporary_cstring_as_ptr
276,from_str_radix_10
276,unused_doc_comments
277,unused_unsafe
278,manual_flatten
287,semicolon_if_nothing_returned
290,missing_docs_in_private_items
297,redundant_semicolons
300,no_effect
313,cast_abs_to_unsigned
331,option_as_ref_deref
338,neg_cmp_op_on_partial_ord
342,search_is_some
346,imprecise_flops
354,collapsible_match
360,redundant_pattern
363,while_let_loop
373,explicit_counter_loop
377,must_use_candidate
382,new_ret_no_self
384,legacy_derive_helpers
386,manual_bits
398,large_enum_variant
400,deprecated_cfg_attr
408,transmute_num_to_bytes
414,print_literal
422,inconsistent_digit_grouping
437,is_digit_ascii_radix
438,redundant_slicing
447,transmute_ptr_to_ref
457,for_loops_over_fallibles
484,write_literal
501,option_map_unit_fn
507,partialeq_ne_impl
523,dbg_macro
524,println_empty_string
536,needless_bool
557,manual_memcpy
557,transmutes_expressible_as_ptr_casts
558,question_mark
570,enum_variant_names
576,map_flatten
578,module_inception
579,iter_nth_zero
589,match_single_binding
598,cmp_owned
601,checked_conversions
623,manual_strip
665,use_self
681,toplevel_ref_arg
717,get_first
729,unit_arg
730,forbidden_lint_groups
740,while_let_on_iterator
745,precedence
749,field_reassign_with_default
759,stable_features
774,bind_instead_of_map
784,needless_collect
786,char_lit_as_u8
792,unnecessary_to_owned
794,should_implement_trait
803,cmp_null
847,vec_init_then_push
862,zero_ptr
879,unused_assignments
953,comparison_chain
954,map_clone
970,double_parens
992,mem_replace_with_default
1051,nonminimal_bool
1052,non_upper_case_globals
1070,anonymous_parameters
1103,comparison_to_empty
1119,op_ref
1125,len_without_is_empty
1133,needless_question_mark
1151,collapsible_if
1158,wrong_self_convention
1196,unnecessary_mut_passed
1298,unnecessary_lazy_evaluations
1320,into_iter_on_ref
1345,result_unit_err
1360,needless_arbitrary_self_type
1390,single_component_path_imports
1446,unused_must_use
1455,derivable_impls
1466,unusual_byte_groupings
1482,non_fmt_panics
1483,ptr_offset_with_cast
1538,renamed_and_removed_lints
1558,bool_comparison
1563,to_string_in_format_args
1621,manual_map
1624,unnecessary_unwrap
1644,single_char_add_str
1665,match_ref_pats
1668,float_cmp
1728,inefficient_to_string
1842,improper_ctypes
1847,redundant_pattern_matching
1876,write_with_newline
1902,struct_excessive_bools
1916,upper_case_acronyms
1957,needless_late_init
2018,borrow_deref_ref
2074,collapsible_else_if
2078,let_unit_value
2358,extra_unused_lifetimes
2543,unused_attributes
2714,missing_docs
2715,useless_conversion
2718,unused_braces
2780,identity_op
2876,clashing_extern_declarations
3026,tabs_in_doc_comments
3135,useless_format
3141,needless_range_loop
3147,significant_drop_in_scrutinee
3266,unused_mut
3327,ellipsis_inclusive_range_patterns
3519,or_fun_call
3706,single_match
3764,modulo_arithmetic
3847,unused_variables
3857,match_like_matches_macro
3881,self_named_module_files
3917,manual_range_contains
3961,redundant_closure
4109,type_complexity
4116,assign_op_pattern
4354,from_over_into
4609,match_bool
5028,new_without_default
5066,just_underscores_and_digits
5100,ptr_arg
5384,unused_imports
5407,explicit_auto_deref
5424,trivially_copy_pass_by_ref
5514,redundant_clone
5851,too_many_arguments
6083,single_char_pattern
6136,unused_unit
6743,len_zero
6821,zero_prefixed_literal
7665,let_and_return
7835,needless_lifetimes
10411,useless_transmute
10719,unnecessary_cast
11943,non_snake_case
14918,unused_parens
15212,clone_on_copy
15935,dead_code
17066,mod_module_files
17377,bare_trait_objects
17739,cast_precision_loss
17923,missing_safety_doc
20677,redundant_static_lifetimes
22488,suboptimal_flops
22900,non_camel_case_types
30173,redundant_field_names
30582,needless_return
33345,derive_partial_eq_without_eq
33613,cast_possible_wrap
34885,wildcard_imports
39617,deprecated
39765,cast_sign_loss
42538,ptr_as_ptr
45531,missing_panics_doc
48418,expect_used
48808,needless_borrow
55135,exhaustive_enums
69051,cast_lossless
79651,cast_possible_truncation
83032,excessive_precision
111396,float_arithmetic
137740,exhaustive_structs
143960,missing_errors_doc
180066,inline_always
180622,unwrap_used
587622,integer_arithmetic
657532,as_conversions
4887114,default_numeric_fallback
